	Unnamed: 0	Sentence	Label
29	29	muthalla saathiya uyarthi padam edukkaravanaiyum saathiya ozhikkuraenu solli padam edukkaravanaiyum udhaikkanum  appuram inththa jaathi ozhippu mael jathikaran veettu ponna katti uravukkaaran anadha mudiyum solliththaravana seruppaal adikkanum jaathi ozhippungarathu keezha irukkaravan avanukku samamathan varanumae thavira avanagurathu illai  avanukkae samama kalvi vaelaivaaippu porulaathaaraththula munnaerathuthaan appadi munnaeritta avan unakku senjatha nee avanukku seiyaatha kaaranam unakku valicha maathirithaan avanukkum valikkum  aanaal kadanthakaala jaathi ozhippungarathu tavaraa karppikkappattathin vilaivae intraiya naveena jaathi veriyin moolakkaaranam	unknown_state
30	30	797k left for 14m views	unknown_state
32	32	viswasam ku irundha opening iduku illa y🤔.still only 10 m.viswasam trailer 14 m in one day.edo onu miss aavudu	Positive
33	33	0.42 bgm vera level gvp.....vetri maaran no words	Positive
34	34	ajith style ke and avaroda hard work ke 5 times paakalam	Positive
35	35	naanum thala rasikan thaan aana intha padam sema mokkaiyathaan irukkum naan intha padaa thha paaka theatrekke pogamatten mokkaiya irukkum	Negative
36	36	vera vera vera level thala top takker	Positive
37	37	rajini arasiyaluku varuvathu uruthi ..marana pangam	Positive
38	38	695 k likes reached aairuku  pangalingala adichi thookalamaa	Positive
39	39	avungkavunga veettu ponnu avungkavunga veettukku mukkiyam athukkaaga endha ellaikku poagalaam thirelapathi thiraippadam vetrtri pera vaazhththukkal...	Positive
40	40	idhoa neengkal thaedikkondulla thamizh comment 🤗	unknown_state
41	41	inththa padam migapperiya vetrtriperum. kudumbam kudumbamaaga sendru paarkka vaendiya padam.perum vetrtri perum, peravaippoam.	Positive
42	42	rayam ravi mathiri vanthu nippanu partha nizhalgal ravi mathiri vanthu nikkura.	Negative
43	43	twitter pathutu nera inga vanthavangala like my comment	Positive
44	44	k harsha sry but antha rajesh punda avanku ena payriya pundanu naynapa thayoli	Negative
45	45	yaru yaru september la parka varinga oru like podunga	Positive
46	46	thalaivaaaaaaaaaa  yangal thanga thalaiva thala i love you	Positive
47	47	eppa ethuku evulo dislike ? poramaiya ?	Positive
48	48	0:12 she looks like taiwan tzuyi	Mixed_feelings
49	49	jayam ravi epdi ji ongaluku mattum ipdilam story amayuthu.. padam vetri pera vaalthukal..  to director also.	Positive
50	50	##padam 100 naall oadanum...thirumaavalavan madhiri keeltharamaanavana koduuramaa kollanum....	Positive
51	51	frst like thalaivaaaa i love u surya anna	unknown_state
52	52	phoenix thala in nkpku marana waiting  agust 10 therika vuduranda	Mixed_feelings
53	53	annnnnnaaaaa..... vera lvl anna...bst wishes for film.	Positive
54	54	kolai konda parvai    thala thaladan	Negative
55	55	supar dupar hero am big fan vikram sir	Positive
56	56	paandiya vannaar inaththin saarbaaga padam vetrtriyadaiya vaazhththugal	Positive
57	57	it looks like a grand flim	Positive
58	58	super picture bro... naadaka kathal kumpalukku sariyaana seruppadi picture... ponna thottavan evanaa irunthaalum vitavey koodathu...	Positive
59	59	padaththa padamaa parungada....saathi kuu*nuu engka irunthudaa‌ thookkittu varringa...	Mixed_feelings
60	60	off aahi aahi oru editing ah... ushabhaaaaaa daiii.....	Negative
61	61	amazing trailer hoping for more likes	Positive
62	62	hit like for           surya	unknown_state
63	63	hahahaha. padam vera lvl la vara pothu thalaiva	Positive
64	64	189aayiram laik poattavan pirpaduththapatta samuthaayaththai saarnthavan	Positive
65	65	ilayaraja stoled beethoven notes ivaru thirudina thappu illa unakku vantha ratham aduthavanuku thakkali chutney	Negative
66	66	kola pasila irukan kollama vidamatan thalaivaaa	Positive
67	67	thirelapathi padam maaperum vetrtrippadamaaga amaiya vaazhththukkal anaitthu samuthaaya makkalukkum naadagak kaathal palan mugaththiraiyai kizhikkum padamaaga nichayam amaiyum vaazhththukkal	Positive
68	68	vaarevaa...pakkah concept....waiting for this kalakkal package	Positive
69	69	womale    ebah dei thala	Mixed_feelings
70	70	pollaatchi pasanga  ponnungkala thotta sooththa moodikkittu iruppoam yaaravathu aemaanththavan kedacha veeraththa kamippoam.....	Negative
71	71	vijay sethupathi & aravind swami	unknown_state
72	72	dai oru time sense illa first 6pm ippo	Positive
73	73	body language laam thirumalai time vijay maari irukku. he's looking more slim & young, nice!	Positive
74	74	sweet laam pathathu pongale vachiruvom va	Positive
75	75	bigil movie trailerku 240k dislike podanum unmaiyana thala fans and bloods	Positive
76	76	pink movie remake..in tamil...ajith sir masss	Positive
77	77	aathangkappatta anaitthu makkalukkum aaruthal sollum arputhamaana thiraippadam iththiraippadam vetrtriyadaiya vaazhththukkal	Positive
78	78	inththa padatthukku furst day furst show poaroam	Positive
79	79	100 k mass ku elam bossu	Positive
80	80	unaku yaravathu palya frnds irukagala  nambatha...suprb	unknown_state
81	81	daily 25 time pathalum puthusa pakura mathiri than irukku. thala acting yuvan music sema	Positive
82	82	ean selaula all frands kuptu povanga...	Positive
83	83	super star ilayathalabathi vijay da naanga ellam chellama thalaivaaaaa innu solluoom thalaivaaaaa ne vanda le podum idale ne tesrrrr theri	Positive
84	84	1 hr la 400 k+ like	Positive
85	85	vijay semma mass da nee oru pida	Positive
86	86	trailer marana maas iyakkunar annan moagan g avarkalukku thiroupathi padam vetrtri pera vaazhththugal  vaera level veritthanam..	Positive
87	87	ngk surya annan  vere level  yuvan... selvaraghavan	Positive
88	88	str weight mattum kammi ya iruntha semaaaa ya irunthirukum.....	unknown_state
89	89	seeman mass cm	Positive
90	90	ungalukku vayasu agala mani sir we still luv u lot	Positive
91	91	sathiyama soldran ivarku vasayae agala...ena oru energy at this age...	Positive
92	92	rajini media la ennaikkume super star dhaan adhula maattru karuththe illa aana poltical wise zero... ivlo dhairiyama rajiniya senjadhukke director ah paarraattanum	Mixed_feelings
93	93	vilaiyadalaamaaaa ? ?    one on only thalapadhy daaaaa	Positive
94	94	padam vetri pera engalin valthukal anna evan epudi pesuna ena thappu senjavanungalam dhan koba paduvanunga unmaiyadhana solirukinga	Positive
95	95	intha trailer ku realtime likes ku link kudunga....! #thala	Positive
96	96	1:16  to 1:36 bgm like here	unknown_state
97	97	pollachi kaathal vishayam irukkaa padathula..  avingkala vittutta padam  muzhumai peraathae... innum yokkiyama kaatti padam edukkalaam..romba nallavangalaa pollachi kaarana kaatturinga  nambittoam.. adaa bongada.	unknown_state
98	98	trailer dra perula padathayea kaatita epdiiiii	Positive
99	99	yuvan music enna aachi ..bgm illa tha mathiri iruku	Positive
100	100	past,present,future of selvaragavan flim making rockzzz....	Positive
102	102	idhu anaitthu samoogaththil ulla penkalum mattrum petrtroargalum kandippaaga purinthu kolla vaendum idhai endha oru meediyaavum idhuvaraikkum paesavillai. paesinaargalae endraal saathiyai thoondum vagaiyil mattumae thavira mattra samooga nokkaththirkaaga alla. makkal thelivaaga purinthu kolla vaendum arasiyal vaeru samoogam vaeru arasiyal thalaivarkal thangal pizhaippirkaaga idhu poantru thavaraaga vazhi nadaththuvathai makkal purinthu kollavaendum.	Mixed_feelings
103	103	seri kadaisiya varrathu rajiniyaa illa ms baskar aah	Mixed_feelings
104	104	nambika vanthutu...karthikey ipdina thalapathy ku...verithanama irukum polaye..jolly trailer allu vudanum thalaiva..	Mixed_feelings
105	105	haai nanbara naan devendran ...ungkal karutthai enn samoogaththin saarpil naangkal authorichrome ...naam vivasaayam seibavargal, naam kadavulai vanangkubavargal,naam anaitthu koayilgalilum muthalmariyaathai perupavarkal... enn devendra samuthaaya thalaivarkal kalappu thirumanam seithu kolvathai ethirkirathu...thann saathi pattru pira saathi natpu	Mixed_feelings
106	106	wating for movie kaavuting start now	Positive
107	107	odra atta odra atta odra atta	unknown_state
109	109	diwali release na semmaya irukkum..	unknown_state
110	110	druvanachathiram release aayo , arkenkilum ariyumoo??	Positive
111	111	thala  oda lawyer acting ah pakka waiting ya..	Positive
112	112	thala and vinoth combo sema mass nu soldravanga oru like podunga	Positive
113	113	mass movie pola.. waiting sekkirama movie ah vidunka da..	Positive
114	114	engaga frd fb la like kodukurara ha ha ha than podraa🤣mothevii🤔	Negative
115	115	wtf b/w views n likes.its just an error	Negative
116	116	appothum      angayum     appothum     eppadi    oru         padam     pagavum    eddukavu     mudiyathu	Positive
117	117	rip sridevi madam english vilingish.........................ultimate star ......	Positive
118	118	selva, yuvan, surya..... vera ena da venum....	Positive
119	119	naan siriththaal deepavali adhu appo., naan siriththaal valentine's day idhu (2020)   ippoa... 🤣🤣🤣	Positive
120	120	1:35 engada perumai adaya viduringa  90's kidsa	unknown_state
121	121	romba nalluku aprom nalla movie suriyakku next given aayan this movie	Positive
122	122	innum naraya naraya naraya naraya thadava pakkanum	Positive
123	123	ippo oru group kelmbiruvanungale pa.ranjith ah epdi kadhara vittom pathiya nu .....	unknown_state
124	124	vera level thalaiva, north side la ellarume jathi pera pinnadi pottukuranuga namba yen poda kudathu nambala enna illicha vaya. jathi vekko illa aathu tha namba munnorgaloda aadayalam aatha eppothum vida kudathu. jathi peru avanga avanga senja thozhilala vachi vanthathu aathu namakku romba mukkiyo eppothum. sathriya vamsam.	Mixed_feelings
125	125	i am thalapathi  fan trailor semmaya irukku  bigil apurama kaithi movie	Mixed_feelings
126	126	400k likes and 10m views soon	Positive
127	127	thala  naa getthu getthu naa thala	Positive
128	128	sari naadaga kaadhal vidunga oru devar veetu paiyan oru thaalntha jaathi ponna  unmaiya kaadhalicha ethukkuvaangalanu sollunga please	Mixed_feelings
129	129	devar magan saarbaaga inthap padam vetrtrippadamaaga vaazhththukkal	Positive
130	130	semma teaser varalam varalam va bairavaa	Positive
131	131	average picture bro., in telugu side	Positive
132	132	sema trailer.. likes poduravanga apdiye surviva lyrics video kum likes podunga....neethane mersal song um kelunga nice song by ar	Positive
133	133	siruthai shiva sir. nandri. idha edhir paarkave illa. neenga engaiyo poiteenga. thala mass.	Positive
134	134	romba naal achi suriya anna padam pathu kandipa sema enjoyment ah irukka pothu	Positive
135	135	ivuru ippathaan oru nalla padathula nadikararrunnu nenaikareen...	Positive
136	136	is it pink movie dubbed ?	Positive
137	137	ajit annanoda eyes parunga very sharp	Positive
138	138	always mass paka mass ajith sir	Positive
139	139	hero mattum vera yaarachum potrukalam.. sudala payan venam  myskin and ilayaraja combo	Positive
140	140	srk khan movie zero best tairlor	Positive
141	141	bigil ku opp a tharamana padam	Positive
142	142	i love you sir. i'm big fan for you.	Positive
143	143	vijay anna pole yeru varum....???? suppperb thalaiva	Positive
144	144	vadivela nadikka vachirukkalam nalla odum	Positive
145	145	na thalapathy fan unna na vera leveal la vechi seive paathu eru	unknown_state
146	146	deeser arambatula nalladhan paarththathuttu irunththaen kadaisila oru panjch vachchinga paarunga....   naan arasiyalukku varuvathu uruthinu.....  ennaala sirippai adakkavae mudialada saami....	Mixed_feelings
147	147	semma teaser vera leval thalaaaaaaaaaaaaaaaaa love you thalaaaaaaa	Positive
148	148	nalla manitharkalin saarbaaga padam tholvi adaiya vaendugiraen.	Positive
150	150	thaliva semma   parak   mass thaliva🤘🤘🤘🤘	Positive
151	151	ithu tamil nadu ella ithu enga thala nadu daa	Positive
152	152	ada pavingala thalaiver yum vittu vaikalaya	Mixed_feelings
153	153	thaliva semma vara level block bester supper	Positive
154	154	"thala"" maas kandippa athira utruvoam..! pattas..!!! classic deeser..!"	Positive
155	155	vj & aj fans kita prachana vara kudathunu , rendu peroda movie scene vechu irukan	Mixed_feelings
156	156	teesha marana mass mass mass mass mass	Positive
157	157	movie semmya eruka poguthu..i am thalapahy fan but i like thala ajith.	Positive
158	158	ulachu munneraama poannu vachu munnera thudikkum fraud naaigalukku seruppadi..love mayiru nu ..padichu munneranum..ulachu munneranum..	Negative
159	159	padam vetrtri pera ennoada vaazhththukkal 🤩🤩	Positive
161	161	like potutu trailer pathavanga evlo per	Positive
162	162	chumma like pottu vudunga kaasa panama	unknown_state
163	163	semaa mokkai da thala fan's ku treat guarantee	Negative
164	164	dance adalana paravala thala  ne nadandhu vandala podum	Positive
165	165	poaraadurathu tappuna poaraadura soozhnilaiyai uruvaakkurathum thapputhaan	unknown_state
166	166	super star fans like here	Positive
167	167	movie paaththiddu   tailer pakravangka like podungka	Positive
168	168	dai naan thalapathy fan da...yenda ipdi bayamuruthiringasathiyama solren intha padam bigil ukku tough kudukkum pola	Positive
169	169	teasar la suriya anna name varavae illa...... yetho sambavam iruku 🤔	Positive
170	170	paakka thana pora ini intha viswasathoda aattatha	Negative
171	171	thalainn rasikana erupatharku perumai kolkeren thannampikainn sikaram engal thala avarinn vazhiill nadanthu vetri kodi kettuvom	Positive
172	172	thayavuseithu tharam thaazhnthu paesa vaendaam tamizhaa..	Positive
173	173	kola mass i lov u thala	Positive
174	174	iyakkunar thayaarippaalar mattrum padakkuzhuvinar paathaththai thottu vanangkukiraen	unknown_state
175	175	vera level thala.. imputtu azhaga irukiyee thala	Positive
176	176	true thala fans like here	Positive
177	177	trailer nala cut paniruka ana padam yapadi varuthunu papom... yathavathu padathuku cupe eruthichu apuram... kovitha kovitha tha	Negative
178	178	2 days 2 go.ngk firevarum paaru.malayali surya fans like button adich pottikk	unknown_state
179	179	kamendla parthen elloarum jaathi paera sollinu pirinchu irukkaanungka ivanungka ellaam engka tamizhan endra unarvoadu ondru saera poaraanunga	Mixed_feelings
180	180	samooga vizhippunarvu padam vetrtri pera vaazhththukkal...	Positive
181	181	antha fight payangara kola mass ah irukku pls sekkirama movie ah release pannunga	Positive
182	182	1 lakh views in just 24 minutes	Positive
183	183	kadaisiya kadhava saathuradhu namma kadhir ..bro ...heeeeeee hee	Positive
184	184	all the best kumarasan anna by nanganallur guys	Positive
185	185	hit like if u agree  1:40 mass overload	unknown_state
186	186	pariyaerum perumaal padaththirku sariyaana pathiladi ..... vaazhththukkal.......	Positive
187	187	nalaikulla trailer 10m view varum nu soldravanga like ah podunga	Mixed_feelings
188	188	pakka mass  petta only paraak	Positive
190	190	saathi veri thalaiviritthu aadum inththa naadum naattu makkalum naasamaai poakattum..	unknown_state
192	192	trailer  super rajini cinema mass ,dont plitical	Mixed_feelings
193	193	adanguna  adanga  koodaathunnu  annaa sollirukkaapla 🤣🤣 ***tthaa   adangalana  vettuvoam  daa..	unknown_state
194	194	thalaivan makkal selvan vijay sethupathi	Positive
195	195	semmma song thala u r great rock star anirudh mass song	Positive
196	196	dei director the***** 96 la varen thalaivar sollaveillada yepdi ipdi oru echa vela pakran the*** director the*****komalakka adiirukuda the*******.intha generation muttakoothingaluku onnumtheriyathu nenga solrathanambittu irukunga.96 la avar sonnathu na ipa varamaten athuku oru kalam varum nu thanda sonnaru.unga aatha apanta kealunga loose koothingala.	Negative
197	197	kella vannuku mattum than entha vaippu ellam amaithu...  ethu ellam oru pollappu kellattu naai rajinikanth...	Negative
198	198	thalaiva padam eppa varum kandippa varum parunga	Positive
199	199	i am surya fan mari miru	Positive
200	200	fire force anime, shinara lam copy adikuranungalae	Negative
201	201	today 500millions views.450k likes varundravala like therika vidunga	Positive
202	202	suuppar annan singham suuryaa rasiganda	Positive
203	203	thalaivar pazhaya style gethu yella appadihey iruku	Positive
204	204	adaadadadaaa ennaamaaa iruku daa trailer ayyo thalaivaaa thalaivaaa..... mudiyala pongadaa dai pongadaa..... i love you thalaivaaa ummaaaa	Positive
205	205	oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa...sema thala....love from thalapathy fanzzzzz	Positive
206	206	surya anna.... unga nadippa pathu ealla actorsum kathukkanum... veara level... teaser#kaappan	Positive
208	208	music is biggest plus ! vijay anna theriiiiiiiiiiiiii masssssssss ! marana waiting to see in big screen	Positive
209	209	vandha rajava dhan varuven...... raja va vandha...rajaku 100 dosthu  str and vjs	unknown_state
210	210	sivan vazhi vaazh engkal paraiyar  ina makkalin saarbaaga  vetrtri  pera vaazhththukkal . devidia valavan  koottam   samugaththirku  kaedu  vilaivikkum koottam	Positive
211	211	dubai yum palaivanam thaana? panam kottalaiya? iyarkai valangkalai alichchuttu panaththa vachittu muuuu**raa pudunga poaringka .	Negative
212	212	1:57 semaa thala nalle dha edhala sollamudium thagidi avaruku mattudha eruku	Positive
213	213	therikaaa vidalamaanu kealvi yellam keadayadhu... iranginaale theri dhaaaa	Positive
215	215	saathiya manoapaavathudan edukkappatta padam, idhai aatharippathu saathiyai maraimugamaaga aatharikkum.	unknown_state
216	216	ommala vera level thala marana mass	Positive
217	217	marana mass thalaivaa.... nadippin nayagan suriya	Positive
218	218	telugu movie srihari sree maha lakshmi remake	Negative
219	219	mass vijay anna love u anna	Positive
220	220	all dislikes from pullingo kunju vijay fans.... ungommaa molai la kunju vijay kanju theriko...... #kaithidiwali	unknown_state
221	221	mudiyala pa saamyyyyy thalai valikuthu paaaaaaaaaaa......................	Negative
222	222	madurai mukkulathoar saarbaaga padam migap periya vetrtri pera vaazhththugal	Positive
223	223	dei ennada panirukiga nadodigal en favorite film da. ippadi karthu usi  over acting car scene lam adaii	Positive
224	224	aiyoooo thalaiva marana massvera level thalaiva  ongalukku nigar yaarum kedaiyathu  romba wait panra thalaiva  kaappaantherikka vidrom	Positive
225	225	mass ah iruka pothu ha ha ha	Positive
226	226	vellalar sarbaga padam vettri adaya vazthukkal	Positive
227	227	final touch super thala.athu pudichavang like pannunga.	Positive
228	228	thalaivar than pongal ku marana mass kattaporaru,	Positive
229	229	kathirin pikil unseen footage thaan jadaa..	Positive
230	230	sambavam sambavam nu solluvangale adhu indha pongalukku sirappa irukka pogudhu	Positive
231	231	excellent visuals.. tease looks excellent.. congrats to #vaazhl team	Positive
232	232	today we will reach 10.3m views and 242k likes	unknown_state
233	233	seems like a super hyped flop movie	Negative
234	234	on fire thailaivar...sirapana tharamana sambavangaka inime thaan pakaporinga	Positive
235	235	action king arjun fans like here	Positive
236	236	deii indha video paththavunga modhala like podunga	unknown_state
237	237	comment pathuu srikkalamnu vanthavargal  yarellam	unknown_state
238	238	trending #1 in singapore...superstar maaaass,marannna maaasss..	Positive
239	239	yaathavar makkal saarpil thiraippadam vetrtri pera vaazhththukkal.	Positive
240	240	thalaiva u rgreat................. semmmmmmmmmmmma masssssssssssss thalaiva.............	Positive
241	241	adei nan tn  but kerala la work pantren  kerala la vijay ku surya ku fans athigam nu kelvi padruken  intha teaser la than unmaya pakren   kerala.fan oruthan powerful dialogue nu sollirkan   legents only understand this comment	unknown_state
242	242	tamil cinemaoda amithabachchan  ..... jivaaaaa....  verythanama irukku....	Positive
243	243	nariya nariya nariya nariya nariya nariya nariya thala mass vere level	Positive
244	244	mass bgm..varlam varlam va varlam va bariavaa line creating goose bumsssss..awesomeeeee	Positive
245	245	8 m guys.. jai thalaiva surya anna	Positive
246	246	semma mass super song thala sarithiram purattu poaraattam pallaayiram	Positive
247	247	marana mass, ayan movie mathiri irukum nu ninaikiran.,	Positive
248	248	naagai mavatta nayudu sangam saarbaaga padam vetrtriyadaiya vaazhththukkal	Positive
249	249	sambo siva sambo siva siva sambo	unknown_state
250	250	jaathi thaan niraiya irukku jaathi ibilla nuu solla thaan endha bappa vum tayara illa	Mixed_feelings
252	252	thala mass no words to say	Positive
253	253	jii padam epo ji release agum	Mixed_feelings
254	254	thala neenga vanga thala.. entha tharuthala solrathaium kekkathinga.. thala semma masss gethu... mathavangalam orama othu	Positive
255	255	varalam varalam vaa varalam vaa bairavaa	Positive
256	256	moagan g sathriyan annaa neengka menmaelum valara inththa arulmani thambiyin anbu vaazhththukkal appadiyae udampellaam silukkuthu naanae vasanam paesara madhiri beal pandran mikka nandri annaa	Positive
257	257	100% nan theatrela thaan intha padam papennu solravanga mattum oru like podunga	Positive
258	258	anandhi's dialogue modulation reminds pithamagan surya selling legiyam :-p	Positive
259	259	thalabathy 63 poster on 22nd athoda views itha vida adhitgama irkum paarunga 🤘	Positive
260	260	unlike pannavanka retham kakki savinkada  outstanding trailer my fev heros bgm vera level	Positive
261	261	solla varthi illa thariva  maranna masssssss.......	Positive
262	262	bro neenga pakistan ah azikaradha yosikaradha vida namba country agriculture ah epidi develop panlam nu yosicha nadu nalla irukum....	Mixed_feelings
263	263	kola masss...... villain chitti is back	Positive
264	264	thalaivar mass vijaysethupathi sir vera level	Positive
265	265	theri spr pa.....nainakka baby so cute	Positive
266	266	same prob for me for u hit lik 🤞	unknown_state
267	267	vikram vedha music ah yen da sutteenga	unknown_state
269	269	last dialoge thala fans ungalukkuta iam vijay fan trailer super	Positive
270	270	sema sema sema sema sema sema sema sema sema sema	Positive
271	271	semma trailer suriya sir. love u more	Positive
272	272	beethoven-fur elise music da ethu  illayaraja nu evloo perusa podrigale	Mixed_feelings
273	273	"mokka actor""s pakka mokka trailer.., vj paans gonna be ""sasi"".., -a mollywood film lover"	Negative
274	274	full story ah trailer la ye sollitinga na..padathuku evan varuvan	Positive
275	275	semma kalaai for rajini...emaathu naayi...fraud arasiyaluku varen varentu emathuran...	Negative
276	276	perfect dialogue oruthar mela neenga kaatra visvathukkaaga inoruthara yen asinga paduthringa........ thalaaa va thala vaaa thala vaa thalaaa	Positive
277	277	super   asuran trailer mass mass	Positive
278	278	poovirunthavalli vanniyar sangam saarpil padam vetrtripera vaazhththukkal..	Positive
279	279	panruti t.k , kangeyan kuppam makkal saarbaga intha film vetri pera vaazthukkal mohan .g anna .	Positive
280	280	ottu mottha vanniyargalin aekka kuralaaga ethirolikkiraal engkal thiroupathi... iyakkunar moaganukku vanniya sangam saarbaaga nandri	Positive
281	281	petta fans like  viswasam fans comment	Mixed_feelings
282	282	verithanama irukkuya #kv anan#surya#mohanlal #harris jayaraj	Positive
283	283	video va dislike panravan thevudiya movan	Negative
284	284	yuvan anna surya anna selva anna pichiteenga ,,,, masssssssss na	Positive
285	285	trailer maranna mass  thalaivar therika vidrarruuuu	Positive
286	286	nan arasiayaluku varuvathu uruthi.... hey ithu 96 uu yara yamatha pakarenga	unknown_state
287	287	trailer eh ivlo mass uh na...!! padathula ennalam thala pannirupaaro	Positive
288	288	#2.o  🤖 #2pointo #shankar  #rajnikanth  #arrahman #3ddiwali	Negative
289	289	triler vaekaththa paarkka iru kankal poathaathu	Positive
290	290	40s 50s 60s 70s 80s 90s 00s 10s  police in films:  namba department .ku asigam...  public: dei police  real life la kevalam dhaan irukeenga	unknown_state
291	291	konjam whit panninga sir             mersal varathu	Positive
292	292	rajini sir fans mattum like pannuga	Negative
293	293	samma thala 24 enga nal therikka viduroe	Positive
294	294	thala	Positive
295	295	yaarla 1.22 scene um aprum 2.24scene varumudha velindha velindha sirichinga	Positive
296	296	thala nee vera level thala trailer pakka mass	Positive
297	297	ayshwarya rajesh can be sri lankan tamizh	unknown_state
298	298	yarellam teejay ah vaa pathu excite aanginga?	Positive
299	299	2:04 🤣 adikaadheenga kathaikku katchidhamaa oru scene eduthuteenga	unknown_state
300	300	chance illa anna pakka acting... salt and pepper look	Positive
301	301	padam pathavanga like pannunga.. sema movie	Negative
302	302	thalaivar summa thuru thuru nadichirukkaaru. kaana kan kodi vendum. i love you thalaivaaaaaa.	Positive
303	303	ajith sir ra pidikkathavanga dislike pannuvanga athu padam nella irruthalum nella illattium	Mixed_feelings
304	304	eppo padam varum seikiram sollu da	unknown_state
305	305	verithanamana trailer  kaalaila enthurucha udanae yaralam inga vantheenga	unknown_state
306	306	oru sirantha vizhippunarvup padamaa inththa thiroupathi irukkum. iyakkunar mattrum padakkuzhuvukku vaazhththugal.	Positive
307	307	for haters asuran pariyaerumperumaal metras attagaththi kaalaa inththa padam edukkum poathu  engka poayiruntheengka.....	Negative
308	308	yeppa saamy yaaruya nee  myshkin	Positive
309	309	saaho 10m in 28 hours. asit ajakkuku saavu mani adichitu poitaaru namma bahubali.	Negative
310	310	ella celibrationum dheepavali varekkum mattum than	unknown_state
311	311	penn kuzhandhaigalai pettru alakki, padikka vacchu , oru kanavoada irukkum poathu. 4 kaasu sambaathikka mudiyaama kenayan maarii oruththan koottikittu poanaa yaarukkutthaan valikaama irukkum devendra kuula vaelaalar saarbaaga idhai authorichrome	Mixed_feelings
312	312	vera level da en thalaivaan	Positive
313	313	chiyaan vikram sir hollywoodla nadikka veendiya aalu	Positive
314	314	movie vetri pera agila india ramarajan fans sarbil vaalthugal	Negative
315	315	kangana is looking too cute and gorgeous	Positive
316	316	tha...vilayadalama alle adhigama irukanum  be scared aamaiyans	Positive
317	317	ha ah ha ha ah ah. amaaaaaaaaaaaaaaaaaadioooo. samaaaaaaaaaaaaaa	Positive
318	318	trailer le sirike vaikuthu, padam kandipa veré level le irrukum	Positive
319	319	rajesh kallarai en ssunnia  ooommbu	Negative
320	320	unmaiyaa love panni veetla sammathikkalana enna panna? antha ponnukkaaga uyiragudukkira alavu love pannaa  tappa? yaaroa orutthar pandra thappaala  unmaiyaa love pandravangkalukkum badikidula? aanava kolai athigamaaga mael saathinu sollikkira avangkalaala thaan adhigamaa nadakkuthu...	Positive
321	321	super movie... enthamandhi khidhi 2 kosam wait chysthanaroo.... like kotandi...	Positive
322	322	hip hop tamizha fans like pooduga.....	unknown_state
323	323	tamil nadu  like kerala cmt suriya & mohanlal fans	unknown_state
324	324	arun vijay bro kaga paathen vera level performance irukku	Positive
325	325	nellai maavattam saarbaaga padam vetrtri pera vaazhththukkal	Positive
326	326	pondicherry sarbaga padam vetri adaya vazhthukkal	Positive
327	327	ithu 96 yara yemathureenga???that momentsiripa adaka mudiyala pa	Positive
328	328	surya anna fans support ungaluku irukum best movie  valthukkal	Positive
329	329	yeanda ivlo stylish aana role ku  punch dialogue kuduthu saavadippeenga	Positive
330	330	ѕєммα  тнαℓα  υ αяє  му  ωσя∂	Positive
331	331	teaser nalla thana iruku.. idhuvum palaruku pidikala pola.. ______ oru polapu:p	Mixed_feelings
332	332	sorry to say  action king arjun sir kaagaa movie pakka poren	Positive
333	333	watha therikuthu every seen dialog marana diwali iruku	Negative
