	Unnamed: 0	Sentence	Label
57	57	nimage bhagavantana anugraha anavarata irali.n....nivattigoo nammadu mysuru samsthaanave. mahaaraajarannu horagittu ee kalla rajakaranigalu maaduva dasara meravanigenu ondu meravanigene? yaavattoo sadhyavilla.... innaadaroo echchettu kolli...	Negative
58	58	@troll monster_kannada adikke hendhi kivi na hardu jail ge hoda sule maga yaruu	Negative
59	59	hands up nahi hands down	unknown_state
62	62	sir prajakeeya'kke support madi sir daily 30sec adru adra bagge heli start madi sir pls eno help agutte subscriber bahala jana ide	Positive
63	63	wow .... diya soop.	Positive
64	64	moorne kgf 2	unknown_state
65	65	haadu atyadbhatavagi bandide.. sahitya tumba gattiyaagi ide..	Positive
67	67	tiktok ....byan agiddu olledu aythu anna	Positive
68	68	supar sangs ..	Positive
69	69	yarige e trailer nodidre rangitharanga movie nenpaytu like madi	Positive
70	70	bossu niv greatu	Positive
71	71	@sathish chandra 🤣naan kelv comment nodidakke heliddu	Mixed_feelings
72	72	suuper saang huchchebbisuva saang	Positive
74	74	song is amazing	Positive
75	75	bgm chindi	Positive
76	76	best film ide sirr love u alla yaake ii film ishta andre idaralli baruva patra nammga enoo link idhe anno thara ide supper sir	Positive
77	77	bro aa game  name  heli	Mixed_feelings
79	79	@raja vishnuvardhana yarge agli 1st respect kododu mukya	Mixed_feelings
81	81	rashmika mandannalige dem	unknown_state
82	82	defenetely rakshit shetty	Mixed_feelings
83	83	idu yava game bro	Mixed_feelings
84	84	super agi helidi anna	Positive
85	85	lifestyle super guru	Positive
86	86	adre ivaga beda. ee covid-19 ella mugibeku	Positive
87	87	yappa huchhu hidustide.....asn.....awesom	Positive
88	88	arjun janya avare nodi ajneesh lokanath atra hogi moosik madodanna kaliyiri 🤣n#odeya movie ge aen music kottidiya swami........... thoo 🤭🤭	Negative
89	89	yappa nanna ondu comment 3keey like tagollutte.. aadare nannanta saamaanya youtube chaanal 3keey follovers madoke kashta padtiddini.. nanna chaanal abhivruddi madtira??	Negative
90	90	difirent music & lirics	unknown_state
91	91	nimma chaanal ge subscribe aagidakke kushi aayitu	unknown_state
92	92	prajwal devaraj sir is  back	Positive
93	93	swaabhimaanadinda badukodu manushyana asali guna idannu elru alavadisikollabeku	Positive
94	94	vaav surr nimma maatu noorakke nooru satya  suuper surr	Positive
95	95	niddeburak thumba ne strong iddane guru	Positive
96	96	saar sarthaka baduku nimmadunsatyashuddha kayaka nimmadu	Positive
97	97	super anna yenu thappila yela sari agi hellidira super	Positive
100	100	@sharath sharu nin ammun tullge nayi mari tunne sigaka yako sule magne nin dagar sule maga adung adtiya	Negative
101	101	vijay prakash sir super voice	Positive
102	102	thu.... gaandu.... ninobba gandsa	Negative
103	103	movie is too good	Positive
104	104	anna super anna	Positive
105	105	ravi chandra sanga sasa	unknown_state
107	107	anna innond swalpa ugiri avarige namma yodhara bagge chintane maduttilla tiruboki innu swalpa chennagi ugiri anna	Negative
109	109	togari tippa haasya chataki masta aiti rii	Positive
110	110	ee saang eshtu addict aagide andre daili minimum 5 rinda 6 sala nodbeku ansutte....neeven antira	Positive
111	111	@ajith s shetty appreciate madtaidane guru	Negative
112	112	100 koti phaar month or day haa anna	Positive
113	113	nakkan idhu subject andre eevag heltheeni industry change aagthide... thousand times better than jaatre films of sarjas...	Positive
114	114	balasiddare sir hands up anta	Mixed_feelings
115	115	rama rama tusu daksha jaripa‍	Positive
116	116	nijavaada kannadiga ee reeti ibbaru natara abhimaanigala madhya tandido badlu..... ella natarannoo proothsaahistaane.	Positive
117	117	ganesh bhat -ishta  asabhyavaagi ninu brahmananagi mataduvadu surry allah. yaarige maraaya ninna maney majjige bekagide	Negative
118	118	i hope salmaan vai didn't watch it	unknown_state
120	120	@rohith k le nin dagar bandli agtavne modlu kudlu olskoloke yelu ella nin avnu musodilla🤣🤣	Negative
121	121	suuper saang aall dhii best rakshit shetty anna	Positive
122	122	@reginald kelly leey tukali ninna samskruti torisutte ninna eshtu kachada anta	Negative
123	123	howdu brother nanu tv nalli nodidde evru elidnella avru elidru	Mixed_feelings
124	124	hai nanoo kooda ...bharathnnangu aste nidde ondu dodda kayile...agide	Positive
126	126	sir modalu namm deshadalli tustikaran rajakarana irorvaregu namm paristiti ide	Positive
127	127	instagram fallow back kodi nev obre alla eradu	Negative
128	128	ashwathama ge korona bandru bandirabahudu...!	Mixed_feelings
129	129	namana kudlada rakshith shetty innu orsbeku rashmikage thu avla janmake	Negative
131	131	chaina tick tock yous maadkondu chaina bagge	Positive
132	132	nam oorigu  bandidda. nanu chicken biryani tinsi  kalsde	unknown_state
133	133	@rajashekar khandare krashnane shaapa koduvudu ...mayyalli keevu tumbi chiranjeevi aagi tirugaaduttaa iru anta....	Positive
134	134	keli kadiruva bandhavarennbhuviyalli avana aritavarennyarilla bidi	unknown_state
135	135	rashmika ginta olle hudugi sigali olledu aguli nimage	Positive
136	136	super song guru	Positive
137	137	nange tumba bejaraayitu ondu olle cinema miss madkonde anta theater li nodabekittu.ni feel guilty	Mixed_feelings
138	138	jaathigalu ee deshada belavanigege athi dodda thodakaagide.	Negative
139	139	super conceptnreally prajwal devaraj eetara cinema select madi madtare ankondirlilla super concept	Positive
141	141	heliro prati ondu point super brooo adrallu yaro obba yallo eno agidakke tiktok ban madavre anta helidnalla avnige saryagi uttara kottidira super nivu	Negative
142	142	hodtha guru sng	Positive
143	143	hahah baari guru	Mixed_feelings
145	145	u r great sir. shrama jeevi	Positive
147	147	first india na america ke compare madtidru alli hangide ingide anta ivaga. india na china compare madtavre nnnav bari compare madtivi vartu namunyaru compare modo hage hogalla	Negative
148	148	keey zii epp nantara mattoondu kannadada  hemme	Positive
151	151	en bgm guru chindi	Negative
152	152	game name pls bro	Mixed_feelings
153	153	avalige chapalige odiri	Negative
154	154	nam indiadallu tic tok thara app kandidobodu thane	Mixed_feelings
155	155	jai hind  jai karnatakan               andnsuper song bro	Positive
157	157	yootyubnalli dinanitya tumba vidiyogalu  nodidde  aadare nanage tumba ishtavaada video idu. tumba adbhutavaada matugalu surr aaa devaru nimage innoo ayassu aarogya hechchu kodali endu praarthisutteve. nimma nishkalmashavaada manassu nuu yaavattigoo aaa devaru kaii biduvudilla nimagoo nimma kutumbadavarigoo dasara haagoo deepawali habbada shubhashayagalu.... haagoo ee video maadida madhyamadavarigoo danyavaadagalu	Negative
158	158	chandan shetty troll video neevu nodi negadde idre naav guarantee	Positive
159	159	kannada film  industry avaru sir solpa nodi rii yen madta ididra inta ashvath sir avara maga ondu sanni veshe dalli kalsa kodi	Mixed_feelings
161	161	sir social media bittu horgade thumba publicity beku dayavitu madi	Mixed_feelings
162	162	super super bro 🤣🤣	unknown_state
163	163	daa//shambhu baligarara maatu huggi haalu undashtu ruchi... naanu baalyadindale avara ee haasya kathegalannu kelutta beledavanu...	Positive
164	164	most super song	Positive
165	165	u missed duniyaa movie	unknown_state
166	166	tik tok tune hunkondh hoeyhu tik tok madhuru china avaradhu tune unri🤣🤣🤣🤣🤣	Negative
167	167	kgf (chaffer 2) bega bara beku	Positive
169	169	rakshit shetty future superstar annoru like madi	unknown_state
170	170	@varaprasad k k balegaara banda nin amman ge bale idsakke dagaar banda nin amman keyyakke soole magne	Negative
171	171	di(a)di nhuge fan from ntamilnadu	Positive
172	172	kinel enoo kooda kisiyoke aagada kidigedigalu benna hinde benki hachchi nagtare.. aadare avarigengottu aaa benkile  idee vishvadalli  charitre srushti madoke avanu bande bartane anta yaaravanu  avane srimannarayana	Mixed_feelings
173	173	olle aidiya kottiddiya duddu kalkondu jeeva kalakolla paristhiti chiranjeevi ashwathama mage barabahudu ee anubhava namage aagide	Positive
174	174	modlu delete  madro yaavanu yavalu  hakondidira tiktok lay deshadrohigala delete madrala chappargala  cheeni opp galu yaavu idaave ellah madro ee video dalli kelavondu kachadagalu matadidavalla avu deshadrohigalu suttacro avarnella	Negative
175	175	urkolli nodi avrella	Negative
176	176	matte release made pakka reseve madkolthare navu hoge nodthive please	Positive
177	177	@prithvi nayak chappar bolimakla.. luchchan fance buddi ellige hogutte ellie hodru burry urkollode aaytu nimma janmakke.. nimma luchange heldro ondaadru hitt serial kodu antaa pailwan serial also flop	Negative
178	178	swag karenge sabka swagath...ek tha tiger  song copied music?	Negative
179	179	rakshit boss super dance u r looking like karate king shaankar nag nd vishnuvardan boss m vishnu sir fan	Positive
180	180	tik tok  bevarsigalanna chaina   gadiyalli chaddiyalli bomb ettu chaina  kade  odisa beku avaga sari agutte	Negative
181	181	@nandi parthasarathi dagar soole nin tullage bakardi bear turka	Positive
182	182	super edit anna	Positive
183	183	@movies box innu baiko..... naan yen avn fan alla🤣.... avn film fan ashte	Negative
184	184	hindi song yavaga release madtira?	Positive
185	185	shambu baligar avara maathaduva shaili super	Positive
186	186	super. guru.	Positive
187	187	rashmika andre yaru guru nthukali sule edalala avle erboda	Negative
188	188	nanagu hage ansate	Positive
189	189	ellaroo hands up silent agiri shree mannah rayana bandavne...	Positive
191	191	satyakke duravaada vichaara . yaake sullu heluttaari	Negative
192	192	kalki avathara(superb song)	unknown_state
193	193	rakshit shetty sir ge jai	Positive
194	194	obru hogi philm nodalla	Negative
196	196	suppar anna i am army boy	Mixed_feelings
197	197	obba batta na gi. e rethi bare you du sare alla. namma darmmake.nave.......	Negative
198	198	hero.heroin very good	Positive
200	200	shankar naag avara abhinayada saamyate rakshit shetty avaralli kaanabahudaagide	Positive
202	202	jai d boss	Positive
203	203	darshan abhimaanigala kadeyinda aall dha best aall dha best	Positive
204	204	chandan shetty troll video neevu nodi negadde idre naav guarantee	Positive
205	205	super rakshith shetty	unknown_state
206	206	i like your comments	Positive
208	208	bitta hogiro rashmika ge hage agbeku gotta yakadru bitta hode rakshita avaranna anta pheel agbeku aaa taraa success nimmadagali srinam  narayana cinema	Negative
211	211	edu charitre srustiso avatara awdu annuvavaru like madi	Positive
212	212	kannadada matthondu maligallu	Mixed_feelings
213	213	tumba tumba chennagide....proud to be sandal wood	Positive
214	214	sakkatt agine   kyakirsi  ugdidira  sir	Positive
215	215	sir.. 5paisa.com adara bagge video madi... open madodhu hege and close madodhu hege antha... plz sir	Positive
216	216	raxit shetty uvarige ondu namaskar ide tara uvaru kannad film madali uvar comedy tumba chennagide.	Positive
217	217	super guru neenu	Positive
218	218	miikaaaaa instagramers roast next anna	Positive
219	219	adhbuta shetrey ‌...mayalokada kinnarano	Positive
220	220	@nandi parthasarathi balegar bale bale 🤣🤣🤣 matte ninna akkna minda kano nanu mindri magne randi maga ninu bere heros bagge kettadagi comments madodu bidu navu yaru tantegu hoglla boss tantege bandre gottala	Negative
221	221	@twisted formals nin amman yako lowda nkn dboss tus patakinin obba sule maga	Negative
222	222	promotion heg madodo anta kaliri	Negative
223	223	maga super song	Positive
224	224	janarannu murkharanagiso video idu yaaroo kooda nambabedi obba vyakti 5000 varsha badukuvudu sadhyava   nimmage neeve prashne madikolli.	Negative
225	225	jaii dii baas rayachurina abhimaanigala vatiyinda all the best	Positive
227	227	hindi haadu yavaga..??	Mixed_feelings
228	228	togari thipan hasya chataki supar	Positive
229	229	namma deshanu china thara aitu andre  badatanane erala sir..	Positive
230	230	2nd time yaar nodtha ideera	Positive
231	231	super sang guru	Positive
232	232	thankz bro troll alla bro roast	Positive
233	233	@manohar hiremath nintane urkondu tadkallokke agtayilvalla hachko	Negative
234	234	super video	Positive
235	235	100 times correct	unknown_state
236	236	hats off to news channel .nadbhutavaada vyaktiyannu parichayisiddakke.	Positive
237	237	howdu bro app uninstall madudrea avrig amount hogodu kamiagutea plzzzzz uninstall madi beavarce appp adu thuuuuu	Negative
238	238	31 m	Mixed_feelings
239	239	@nightwatchman tamil nadavrige gottu sudeep bagge neen yav thukali anta nin mat keltare.	Negative
240	240	super togari tippa	Positive
241	241	diya thumba chennagide ondu olle prayathna movie kone vargu sinimada ondu bhagavagi ondu olle feeling nalli movie na nodthidde but kone seen nijakku ishata aglilla tragidi ishtondu bekitta ellara manisige ishta ada adi na sayisbekitta so last seen nodida thakshna alliyavaregu idda feel pat antha maya agi edenu heeg madudru ansuthe	Mixed_feelings
243	243	sp song jai d. boss	Positive
244	244	hands up    matte song kelbeku anta ansorige	Positive
245	245	nee belibeku rasmika ninna nodi urkobeku	Negative
246	246	tumba  santosha aayitu  surr  25 varshada  hinde  togari tippana kathe  keliddu  nenapaayitu	Positive
247	247	jack sparrow r s	unknown_state
248	248	all the best n      yella  kannadigana paravagi nyella nataru nammavare	Positive
249	249	@troll monster_kannada nin amman sule maga me yello majestic alli	Negative
250	250	chandan shetty troll video neevu nodi negadde idre naav guarantee	Positive
251	251	prapanchavanne nadugisuttiruva ugravaada karonage shaak!!nruu.50	unknown_state
252	252	@troll monster_kannada bari nim amma matra kodadu yakadre nim amma hutt dagar adikke nin na hetirodh	Negative
253	253	rajakarani galinda namma desha haalaagide brother...	Negative
254	254	guru nin helu prakaara yaaru mavin suport maadbaardu	Mixed_feelings
255	255	song starting english quote tegdu kannada dalle iddiddre chennagirtittu	Negative
256	256	entha valle    trailer  ri   edu   great nkelhu   kachda   galu n  intha   prathibe galu   karnataka dalidru   n dudina aase ge   low   quality   movie  madi  nkannada andre   jana  intrest thoris  bardu   naa  thara   aprada   madthidare	Positive
257	257	cinema manognavagide. mattomme magadomme nodabekenisuva chitra. pratiyondu patravu manamuttuttade. intaha chitragalannu kannadigaru endigoo bittu koduvudilla. chitramandiragaladavaru tappu kalpaneyalliddaare. chitravu nidhaanavaagi layakke maraluttittu. dayawittu chitramandiragala sankhyeyannu hecchisi.	Negative
258	258	@karthik gowda dacchu hmm aythu dagarge hosa award kodtini bandli star antha helbidu	Negative
260	260	promotion korate ittu.. diya sinimage.. adbhuta kannada chitra..	Negative
261	261	pwoli saanam my#$...	unknown_state
262	262	ias ips madirorigintha politicians  ge value jasti iro namma vishala manassina indians badlagovargu nnam desha beliyodu kasta ide	Positive
263	263	suuper rakshit shetty.....ajneesh lokanath aen music guru nindu...ulidavaru kandante..kirikaparty..akira..rangitaranga..bell bottom...paddehuli...johnny johnny ess pappa...vaasu...nachcha kannada geetegalunneen kottiro philm ella music suuper hitt	Positive
264	264	anavarata mattu avirata eradu samana artha iro padagalu	Positive
266	266	@kiccha vitthal leey kunni gala luchchan fance keldro mangya nan makla.. nimma luchchan tara bucket hididu bere language avrige... side roll madilla... monne bigboss trp kadime aagide antaa salman khaan gay video coll madavre... kuchan kaii inda enu agalla bigboss also flop in trp...	Negative
267	267	@troll monster_kannada nnimm todeya release gu modale damaar	Negative
268	268	naa innomme e movie naodalla  avanajji eradu dina aytu hale hudgi nenapagi uta illa nidde illa sayotara annistide	Negative
269	269	mysuru .emm.pii qhqjrjsrlfktiskg	unknown_state
270	270	nimn tarah manisha samaj ke bhag you are great	Positive
271	271	anna nin super anna	Positive
272	272	idu nizana guruve	Positive
273	273	ee trailer prajwal devaraj kerrier naa best trailer olleyadaagali aall dhii best frum appu baas fance	Positive
274	274	d boss  fans full support. successful hagli movie	Positive
275	275	@yash cult guru lo guru bere heroes na support maadidre nin gantenaadru hoguttaa? ellaa actors avre depore	Negative
276	276	bittasthala sa _a	unknown_state
277	277	ultimate kannada movie super	Positive
278	278	super bro keep doing bro	Positive
279	279	awesome song ..guru vijay sir voyce superb	Positive
280	280	fentastic saang inn kannada industry phul deferent type song phul giccha	Positive
281	281	yarappa ee hadannu dislike madiddu !!! mostly rashmika 1.1k sarthi dislike maadirbeku ha ha ha ha	Mixed_feelings
282	282	first time keldaga ista agalla amel kelta kelta kelbeku ansatte.. nimgu haage annista	Positive
283	283	ee news reporters sutti balasi information helodanna dayamadi badalayisikolli	Negative
284	284	nangu tumba ase movie nodbekanta adre movie near by yellu illa.	Negative
285	285	views got struck	unknown_state
286	286	@raj t yes	unknown_state
288	288	#1 trending in india	Positive
289	289	kannadigara power kannadigaru  takat all pan  movie  kannadigaru......	Positive
290	290	tik tok beda anna	Negative
291	291	idu idu.. (1.56)actually bekagiddu..osm music	Positive
292	292	uppi dialog ultimate ella sede nann maklu	Positive
293	293	bro hindi language pls	unknown_state
294	294	rashmika thu..l.l.i irve ankoavro ondu like	Negative
297	297	super movie  bera level kannada industry kodithe bro yellaru miss madthe nodbaku	Positive
300	300	namma deshadalli somberigalu jaasthi..	Negative
301	301	estella troll madidru roast madidru konege deshakke ago nastada bhagge gothadru inna tiktok vahiskondu bartharandre evrgella yen anbek guru...??. nnikal lawde	Negative
302	302	diya' cinema naayakige 'atyuttama nutty' award kodalilla andre ayke samitige mett mettalle hoditeevi.	Positive
303	303	e movie li evre nan fav	Positive
304	304	obba nata  driving maadtidaare idu novina sangati oppee kolloona.  aadre obba saamaanya manushya driving madkonde jeevna maadtirthane annodanna maribedi sneehitare	Positive
305	305	e film baari ede ante guru nodle beku	Positive
306	306	@unity of india naavoo brahmanaru aguvudilla ekendre avaru andhakarali  badukutaare naavu galoo hindoogale aadre hindoogaloo hindugaala melene anyaya maadtaare adhoskara naavu hindoo dharma bittu pavitra bovda dharmake budhana daariyali nadeyutteve naavu nadede nadeyiteve bharata buddha ragutteve	Negative
307	307	volledagli sir nimge	Positive
308	308	idu charitre srushtiso avataara	Positive
309	309	@troll stupid fanslo gaandu thulle school ge henu raja kottavra child nan magane balegara fanu hogu school ge hogi hodkondiru sumne yake baiskothiya	Negative
310	310	innodhu viruss bandhidhyalla china dalli mungusi viruss adra bagge thilsi	Positive
311	311	worst = raaja-kiyanbest = prajaa-kiya	Negative
312	312	kirik karnana hosa avataara - srimannarayana	Positive
314	314	best madali olle  belavanige next level sandalwood	Positive
315	315	navu. rent tagondu	unknown_state
316	316	rip kannada film chamber.no proper plannings.	Negative
317	317	naanu kooda bittiyagi nodideni nanage ontara manassige novu agta ide naanu cinema geddide butt duddu baralilla sinimage	Negative
319	319	nev helerodu tappe illa sir	Mixed_feelings
320	320	please intha cinemagalannu     gellisona ......namma hemmeya kannada cinema	Positive
321	321	superb song guru	Positive
322	322	@dhee pu adu hachchagannda allappa achchakannada	Mixed_feelings
323	323	super song all the best from shivaraj kumar fans	Positive
324	324	rock siddu yaako gaandu soole magane naanu ninna thangina rape maadidna.. yelo mathannu ole mathanaadu.. nanagu baahi ide.. nanage gothilade thapagide.. neenu mathado reethi badalisiko ...	Negative
325	325	@chirag chiru le child chapati gala..... artha maadkolli..... film chennagidre yaar hero ne irli.... naan nodtini.... nim booos aagli	Negative
326	326	bejar manporchi #pruthviamber	Mixed_feelings
327	327	like yapi chinnada taane	Positive
328	328	nkn benki song....#asn	Positive
329	329	super meaning song	Positive
330	330	bro tiktok ban agide adhre barute ide swalpa settings ge hogi language change madi  barute	Positive
331	331	sir.nivu superb sir.	Positive
332	332	friend's block tickets kuda sigalla	unknown_state
334	334	matte hands up enu?	unknown_state
335	335	32 million boys ..	Mixed_feelings
336	336	super song	Positive
337	337	namboke sadyane illa	Negative
338	338	abba entaha bgm	Positive
340	340	vaav shetray adbhuta	Positive
341	341	sahitya adhbuta ncinema 100 dinavu adhbuta nyashassu kaanali	Positive
342	342	@nithya sudha avaru devategalu devategalige ella bhashe barutte	Positive
343	343	abbbbaa super tik tok ban ayithu	Positive
345	345	gta 5 bro	unknown_state
346	346	bindu gauda tick tock  byaan aayitu maneli patre toli	Negative
347	347	avana levale bere	Positive
348	348	all india kicha sudeep fanz like	Positive
349	349	ur super guru	Positive
350	350	@nandi parthasarathi nimma appa dod gaandu soolemaga	Negative
351	351	hands up	unknown_state
352	352	saar  idu kalpaneya katheya enu nijavaada kathana	Negative
354	354	@varaprasad k k darshan sir fan agi ist local agi mathadada	Negative
355	355	very nice tippa story	Positive
356	356	bhaaree chalo aytri	unknown_state
357	357	sorry theaters ge bardiddakke....best movie	Positive
358	358	nijavaglu idu charitre srushtiso avataara.... song rakshith sir.. all the very best..	Positive
359	359	nammadesh dha kathe ishte kanoppa	Negative
360	360	houdu swami inta nun makkalige eshtu ugidaroo buddhi baralla nammalle houre shatrugalu aii dont like chaina	Negative
361	361	adbutavagide avane srimannarayana chitrada haadu handsup	Positive
362	362	first time kannada movie film video song full bittirodu	Positive
363	363	slum dialogue pogaru	Mixed_feelings
364	364	abhimani annodu dodda maatu	Negative
365	365	saar nim tandeyavara abhinaya nodta idre eno haledellaa nenapige bandu alu barutte.. aaa reeti manassanne karagiso kale avarallittu. antahavara maganagi huttiddu nimma purva janmada punya andru tappagutte.. olledaagli surr.. elroo saayode.. allivaregu khushiyagirbeku ashte..! devr olled modley nimge	Positive
366	366	@nandi parthasarathi kurishetra alla adu kurukshetra 🤣	Mixed_feelings
367	367	sir ondu mathu nange thumba esta aithu hoogalike hootte tumbisalla dudime hootte tumbisatte nija surr	Positive
368	368	music superaagi kottidiya guru	Positive
369	369	jai d boss	unknown_state
370	370	film yavaga release?	unknown_state
371	371	@naveen r naan sigapu manithan	unknown_state
372	372	nambalaada vismaya sangatigalu adeshtu ive nambalu aagade iddaru satyave aagiruttave	Positive
373	373	e story kelidre yent dukha kuda maribahudu very nice story	Positive
374	374	@satishnithyanandam nin yogyathege meeri mathgal aadbardu.	Negative
375	375	iii prends yaradru edira	unknown_state
377	377	super guru ella record break made madtira guru nivu i love sir	Positive
378	378	asn jai kannada	Positive
379	379	e song kelta idre eno ondu tara feel agutte. enadru e music film nalli allalli saddu madta idre film pakka industry hit. all the best asn from d boss fans	Positive
380	380	chandan shetty troll video neevu nodi negadde idre naav guarantee	Positive
382	382	kannada film industry ge mattondu gari	Positive
383	383	super guru	Positive
384	384	chandan shetty troll video neevu nodi negadde idre naav guarantee	Positive
385	385	444444 super 30	unknown_state
386	386	aall dhii best dii baas abhimaanigala kadeyinda. ee chitra shata dinotsava acharisali.	Positive
387	387	cheena ondu vishayakke ishta agutte nenendare	Negative
388	388	vijay prakash sakkath voice	Positive
389	389	nikistark x promotion chennagi idrunu bere language ge jaathi priority kodtare....nam state li kannada movie ge support madalla distributors..	Negative
390	390	amazon prime music ali ide.	Mixed_feelings
391	391	atyuttama prayatna shubhavagali	Positive
393	393	@madhu s b	unknown_state
394	394	@nandi parthasarathi nin amman sule magane nin number send gandu	Negative
395	395	nanu 14 sala nodidha movie idhu	unknown_state
396	396	@nandi parthasarathi eshtu leater haalu kodtiya nandini	Negative
397	397	film nodidmele ee song ge addict aadavaru like maadinyalllrigu thanks for 1000 likes	unknown_state
398	398	actually idu chenagirodu	Mixed_feelings
399	399	ulidavaru kandante paart 2	Mixed_feelings
400	400	lo gaandu nan magne d boss fans yake sata tariyoke dislike madtara nbere avru nodi urkolokke en avru bucket and balegara fans he	Negative
401	401	bunny surr naavu driver reey devaru yaarigu anyaya madolla  namma paalige bandiddanna naavu anubhavisale beku.....god bless you sir	Positive
402	402	yaru nammamatu kelalla avarige tochiddu avaru madtare	Positive
403	403	yeshto dinagal nantra sanchari vinay avranna nodi kushi aithu	Positive
405	405	e varsha bad news keli keli saakagittu...first good news of 2020	Positive
407	407	naanu chikkavanagiddaga kelida ee togari tippana kathe eega matte keli nanna manassu santoshavagide suuper togari tippa	Positive
408	408	sampoorna kannadada hadu thumba channagide	Positive
409	409	achcha kannada haadige handsup emba drashti chukke.	Positive
410	410	kachada nan nagini gane	Negative
411	411	histu hellidri adre nimma background video pubg du kudanu chinese howrde alwa first ninu pubg na stop madinninu heliddu nanu tappu andilla adre hobbarige helo munche nanu correct agirabeku  k mandon't feel bad anna	Negative
413	413	niv helid nija star antha bere akotidru karma	Positive
414	414	lo nin d filme odtilla modlu anv film nodro amele bere filmge sprt madu sumne comnt akbitre film odbidutta bari builduppu	Negative
